idx,f1,f2,f3,f4,f5,f6,f7,f8
435,0.95,0.71,0.27,0.39,0.5,0,0.31,0.22
436,0.39,0.49,0.3,0.19,0.5,0,0.52,0.31
437,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22
438,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33
439,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27
440,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22
441,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22
442,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22
443,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22
444,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32
445,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38
446,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22
447,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22
448,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22
449,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86
450,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28
451,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71
452,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44
453,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33
454,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22
455,0.57,0.51,0.58,0.22,0.5,0,0.51,0.22
456,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22
457,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57
458,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22
459,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22
460,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22
461,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21
462,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16
463,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22
464,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22
465,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33
466,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43
467,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25
468,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11
469,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23
470,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22
471,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22
472,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41
473,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22
474,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32
475,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22
476,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22
477,0.49,0.4,0.58,0.23,0.5,0,0.47,0.27
478,0.51,0.4,0.5,0.28,0.5,0,0.48,0.27
479,0.47,0.58,0.47,0.52,0.5,0,0.54,0.22
480,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22
481,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25
482,0.46,0.44,0.58,0.17,0.5,0,0.55,0.22
483,0.46,0.47,0.44,0.18,1,0,0.46,0.22
484,0.51,0.51,0.32,0.27,0.5,0,0.54,0.22
485,0.65,0.66,0.37,0.12,0.5,0,0.52,0.27
486,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25
487,0.4,0.49,0.53,0.23,0.5,0,0.44,0.26
488,0.38,0.42,0.31,0.35,0.5,0,0.52,0.22
489,0.46,0.48,0.38,0.22,0.5,0,0.39,0.45
490,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22
491,0.43,0.47,0.47,0.18,0.5,0,0.47,0.22
492,0.52,0.47,0.58,0.18,0.5,0,0.34,0.11
493,0.37,0.29,0.45,0.15,0.5,0,0.49,0.22
494,0.37,0.48,0.67,0.37,0.5,0,0.56,0.62
495,0.48,0.65,0.36,0.24,0.5,0,0.54,0.31
496,0.59,0.49,0.45,0.22,0.5,0,0.45,0.31
497,0.52,0.31,0.56,0.16,0.5,0,0.55,0.22
498,0.55,0.46,0.47,0.15,0.5,0,0.47,0.22
499,0.5,0.52,0.51,0.22,0.5,0,0.46,0.37
500,0.62,0.33,0.49,0.24,0.5,0,0.51,0.42
501,0.51,0.5,0.49,0.45,0.5,0,0.48,0.22
502,0.7,0.58,0.53,0.39,0.5,0,0.59,0.22
503,0.55,0.41,0.67,0.61,0.5,0,0.49,0.14
504,0.66,0.65,0.53,0.17,0.5,0,0.47,0.66
505,0.58,0.64,0.42,0.3,0.5,0,0.54,0.22
506,0.74,0.82,0.46,0.24,0.5,0,0.5,0.31
507,0.38,0.34,0.55,0.44,0.5,0,0.48,0.26
508,0.47,0.47,0.5,0.19,0.5,0,0.51,0.26
509,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31
510,0.44,0.65,0.49,0.16,0.5,0,0.48,0.31
511,0.48,0.44,0.46,0.37,0.5,0,0.46,0.36
512,0.45,0.4,0.56,0.15,0.5,0,0.52,0.22
513,0.52,0.45,0.53,0.34,0.5,0,0.52,0.44
514,0.63,0.58,0.57,0.1,0.5,0,0.52,0.33
515,0.33,0.17,0.52,0.13,0.5,0,0.51,0.75
516,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22
517,0.28,0.27,0.5,0.14,0.5,0,0.5,0.28
518,0.41,0.46,0.57,0.25,0.5,0,0.57,0.38
519,0.77,0.7,0.44,0.29,0.5,0,0.56,0.22
520,0.79,0.79,0.42,0.26,0.5,0,0.6,0.22
521,0.49,0.5,0.42,0.43,0.5,0,0.5,0.36
522,0.25,0.26,0.53,0.17,0.5,0,0.45,0.22
523,0.59,0.46,0.57,0.17,0.5,0,0.52,0.22
524,0.5,0.46,0.49,0.27,0.5,0,0.6,0.22
525,0.49,0.36,0.47,0.28,0.5,0,0.56,0.54
526,0.34,0.42,0.48,0.19,0.5,0,0.46,0.31
527,0.48,0.39,0.56,0.23,0.5,0,0.6,0.22
528,0.47,0.59,0.56,0.09,0.5,0,0.5,0.22
529,0.54,0.35,0.55,0.19,0.5,0,0.3,0.22
530,0.5,0.47,0.45,0.14,0.5,0,0.53,0.32
531,0.55,0.49,0.6,0.18,0.5,0,0.51,0.22
532,0.48,0.58,0.58,0.12,0.5,0,0.49,0.22
533,0.65,0.58,0.53,0.21,0.5,0,0.51,0.22
534,0.41,0.48,0.51,0.2,0.5,0,0.51,0.22
535,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26
536,1,0.8,0.29,0.36,0.5,0,0.52,0.22
537,0.88,0.75,0.41,0.36,0.5,0,0.43,0.22
538,0.47,0.41,0.46,0.18,0.5,0,0.53,0.22
539,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22
540,0.25,0.41,0.47,0.14,0.5,0,0.56,0.68
541,0.71,0.51,0.49,0.23,0.5,0,0.3,0.32
542,0.74,0.73,0.32,0.2,0.5,0,0.55,0.22
543,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22
544,0.67,0.61,0.39,0.24,0.5,0,0.51,0.22
545,0.47,0.41,0.53,0.27,0.5,0,0.47,0.25
546,0.39,0.56,0.34,0.18,0.5,0,0.49,0.22
547,0.75,0.73,0.35,0.33,0.5,0,0.49,0.28
548,0.5,0.63,0.45,0.13,0.5,0,0.45,0.32
549,0.2,0.6,0.5,0.29,0.5,0,0.51,0.22
550,0.51,0.46,0.41,0.36,0.5,0,0.49,0.22
551,0.6,0.68,0.3,0.27,0.5,0,0.55,0.22
552,0.77,0.68,0.35,0.19,0.5,0,0.53,0.43
553,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22
554,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22
555,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22
556,0.52,0.53,0.58,0.69,0.5,0,0.5,0.22
557,0.25,0.4,0.52,0.15,0.5,0,0.56,0.28
558,0.58,0.56,0.38,0.39,0.5,0,0.54,0.57
559,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22
560,0.61,0.48,0.54,0.25,0.5,0,0.5,0.22
561,0.86,0.74,0.51,0.4,0.5,0,0.55,0.22
562,0.58,0.5,0.5,0.12,0.5,0,0.48,0.25
563,0.48,0.61,0.44,0.2,0.5,0,0.47,0.22
564,0.52,0.56,0.54,0.53,0.5,0,0.45,0.22
565,0.73,0.83,0.43,0.3,0.5,0,0.55,0.22
566,0.56,0.43,0.54,0.16,0.5,0,0.5,0.22
567,0.62,0.58,0.46,0.13,0.5,0,0.53,0.22
568,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22
569,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22
570,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22
571,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26
572,0.89,0.77,0.36,0.34,0.5,0,0.44,0.22
573,0.48,0.43,0.45,0.17,0.5,0,0.48,0.37
574,0.43,0.52,0.53,0.52,1,0,0.49,0.22
575,0.33,0.37,0.54,0.28,0.5,0,0.53,0.27
576,0.6,0.51,0.52,0.45,0.5,0,0.5,0.27
577,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31
578,0.75,0.67,0.51,0.29,0.5,0,0.52,0.36
579,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22
580,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22
581,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28
582,0.41,0.41,0.43,0.61,0.5,0,0.53,0.22
583,0.46,0.53,0.47,0.37,0.5,0,0.51,0.36
584,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16
585,0.33,0.42,0.55,0.23,0.5,0,0.52,0.43
586,0.4,0.43,0.36,0.33,0.5,0,0.51,0.22
587,0.23,0.37,0.32,0.13,0.5,0,0.53,0.22
588,0.45,0.45,0.51,0.3,0.5,0,0.48,0.44
589,0.46,0.61,0.38,0.35,0.5,0,0.49,0.22
590,0.25,0.48,0.45,0.32,0.5,0,0.4,0.22
591,0.45,0.36,0.5,0.19,0.5,0,0.53,0.7
592,0.38,0.67,0.33,0.17,0.5,0,0.51,0.22
593,0.41,0.47,0.5,0.14,0.5,0,0.53,0.37
594,0.48,0.45,0.59,0.2,0.5,0,0.58,0.34
595,0.43,0.39,0.54,0.21,0.5,0,0.53,0.27
596,0.5,0.34,0.55,0.21,0.5,0,0.49,0.22
597,0.61,0.6,0.55,0.21,0.5,0,0.5,0.25
598,0.43,0.44,0.48,0.22,0.5,0,0.51,0.22
599,0.73,0.63,0.42,0.3,0.5,0,0.49,0.22
600,0.46,0.53,0.52,0.15,0.5,0,0.58,0.22
601,0.57,0.47,0.6,0.18,0.5,0,0.51,0.22
602,0.33,0.55,0.51,0.43,0.5,0,0.51,0.22
603,0.78,0.74,0.42,0.26,0.5,0,0.43,0.22
604,0.86,0.68,0.39,0.24,0.5,0,0.54,0.22
605,0.79,0.57,0.41,0.28,0.5,0,0.59,0.22
606,0.41,0.54,0.39,0.2,0.5,0,0.51,0.22
607,0.53,0.31,0.58,0.39,0.5,0,0.47,0.37
608,0.48,0.39,0.51,0.21,0.5,0,0.52,0.28
609,0.66,0.62,0.49,0.1,0.5,0,0.49,0.22
610,0.48,0.43,0.51,0.32,0.5,0,0.52,0.43
611,0.41,0.46,0.59,0.19,0.5,0,0.58,0.27
612,0.48,0.54,0.55,0.12,0.5,0,0.51,0.22
613,0.45,0.55,0.54,0.66,0.5,0,0.47,0.22
614,0.49,0.42,0.56,0.55,0.5,0,0.42,0.25
615,0.5,0.54,0.53,0.54,0.5,0,0.51,0.27
616,0.48,0.45,0.55,0.5,0.5,0,0.53,0.22
617,0.54,0.52,0.63,0.37,0.5,0,0.46,0.22
618,0.46,0.38,0.47,0.22,0.5,0,0.52,0.27
619,0.38,0.5,0.37,0.26,0.5,0,0.43,0.22
620,0.69,0.7,0.52,0.36,0.5,0,0.46,0.22
621,0.44,0.52,0.41,0.23,0.5,0,0.51,0.22
622,0.59,0.67,0.56,0.41,0.5,0,0.47,0.22
623,0.58,0.62,0.54,0.17,0.5,0,0.48,0.22
624,0.46,0.71,0.48,0.53,0.5,0,0.53,0.22
625,0.62,0.51,0.52,0.42,0.5,0,0.54,0.27
626,0.59,0.48,0.5,0.14,0.5,0,0.45,0.25
627,0.4,0.42,0.71,0.21,0.5,0,0.54,0.32
628,0.35,0.45,0.43,0.11,0.5,0,0.56,0.22
629,0.42,0.42,0.42,0.2,0.5,0,0.49,0.22
630,0.39,0.42,0.38,0.4,0.5,0,0.49,0.47
631,0.26,0.44,0.3,0.11,0.5,0,0.51,0.47
632,0.66,0.45,0.5,0.23,0.5,0,0.49,0.22
633,0.31,0.31,0.56,0.33,0.5,0,0.52,0.33
634,0.24,0.34,0.69,0.18,0.5,0,0.52,0.22
635,0.31,0.55,0.52,0.17,0.5,0,0.52,0.22
636,0.32,0.57,0.5,0.15,0.5,0,0.53,0.22
637,0.61,0.72,0.31,0.33,0.5,0,0.56,0.22
638,0.44,0.42,0.6,0.21,0.5,0,0.57,0.22
639,0.49,0.46,0.45,0.45,0.5,0,0.52,0.22
640,0.49,0.6,0.43,0.56,0.5,0,0.36,0.22
641,0.53,0.38,0.66,0.25,0.5,0,0.43,0.22
642,0.41,0.51,0.58,0.15,0.5,0,0.45,0.27
643,0.2,0.26,0.52,0.14,0.5,0,0.53,0.44
644,0.51,0.53,0.55,0.14,0.5,0,0.51,0.22
645,0.39,0.28,0.46,0.12,0.5,0,0.41,0.22
646,0.23,0.2,0.53,0.2,0.5,0,0.44,0.22
647,0.55,0.54,0.56,0.22,0.5,0,0.5,0.37
648,0.51,0.55,0.35,0.16,0.5,0,0.51,0.47
649,0.45,0.56,0.53,0.32,0.5,0,0.57,0.22
650,0.32,0.47,0.55,0.12,0.5,0,0.52,0.22
651,0.55,0.46,0.46,0.31,0.5,0,0.58,0.48
652,0.56,0.62,0.53,0.24,0.5,0,0.57,0.22
653,0.58,0.6,0.51,0.24,0.5,0,0.53,0.22
654,0.35,0.36,0.57,0.17,0.5,0,0.52,0.22
655,0.45,0.4,0.56,0.14,0.5,0,0.54,0.22
656,0.5,0.5,0.48,0.17,0.5,0,0.47,0.26
657,0.6,0.6,0.49,0.3,0.5,0,0.53,0.22
658,0.49,0.46,0.34,0.21,0.5,0,0.55,0.22
659,0.45,0.42,0.52,0.2,0.5,0,0.5,0.25
660,0.37,0.33,0.5,0.12,0.5,0,0.51,0.54
661,0.27,0.51,0.47,0.35,0.5,0,0.49,0.28
662,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22
663,0.52,0.51,0.51,0.12,0.5,0,0.51,0.4
664,0.44,0.51,0.48,0.38,0.5,0,0.52,0.22
665,0.58,0.41,0.51,0.26,0.5,0,0.51,0.37
666,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18
667,0.61,0.57,0.45,0.21,0.5,0,0.5,0.42
668,0.53,0.68,0.34,0.42,0.5,0,0.54,0.27
669,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42
670,0.55,0.53,0.56,0.29,0.5,0,0.48,0.22
671,0.38,0.46,0.52,0.75,0.5,0,0.5,0.26
672,0.43,0.44,0.3,0.18,0.5,0,0.51,0.22
673,0.43,0.45,0.37,0.12,0.5,0,0.48,0.22
674,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22
675,0.42,0.44,0.33,0.17,0.5,0,0.54,0.27
676,0.45,0.54,0.54,0.62,0.5,0,0.53,0.22
677,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25
678,0.45,0.38,0.59,0.18,0.5,0,0.44,0.45
679,0.89,0.81,0.36,0.71,0.5,0,0.55,0.63
680,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22
681,0.5,0.45,0.49,0.3,0.5,0,0.47,0.4
682,0.47,0.43,0.35,0.32,0.5,0,0.54,0.22
683,0.7,0.73,0.38,0.36,0.5,0,0.54,0.22
684,0.84,0.63,0.38,0.23,0.5,0,0.53,0.22
685,0.36,0.44,0.57,0.18,0.5,0,0.42,0.22
686,0.48,0.57,0.52,0.61,0.5,0,0.51,0.22
687,0.68,0.5,0.55,0.65,0.5,0,0.46,0.31
688,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22
689,0.18,0.48,0.46,0.12,0.5,0,0,0.25
690,0.53,0.51,0.51,0.11,0.5,0,0.49,0.41
691,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22
692,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22
693,0.55,0.65,0.5,0.28,0.5,0,0.55,0.22
694,0.29,0.46,0.54,0.27,0.5,0,0.49,0.22
695,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27
696,0.37,0.31,0.53,0.16,0.5,0,0.53,0.44
697,0.45,0.73,0.47,0.65,0.5,0,0.54,0.43
698,0.66,0.54,0.49,0.16,0.5,0,0.54,0.36
699,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22
700,0.59,0.57,0.43,0.26,0.5,0,0.51,0.22
701,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38
702,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22
703,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11
704,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26
705,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22
706,0.51,0.48,0.51,0.43,0.5,0,0.49,0.22
707,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22
708,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22
709,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36
710,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55
711,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29
712,0.47,0.5,0.55,0.19,0.5,0,0.62,0.22
713,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27
714,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57
715,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28
716,0.83,0.57,0.42,0.57,0.5,0,0.5,0.32
717,0.52,0.64,0.34,0.16,0.5,0,0.57,0.22
718,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22
719,0.69,0.39,0.52,0.12,0.5,0,0.38,0.35
720,0.47,0.43,0.59,0.27,0.5,0,0.55,0.22
721,0.45,0.46,0.61,0.2,0.5,0,0.62,0.22
722,0.61,0.46,0.44,0.47,0.5,0,0.5,0.37
723,0.8,0.82,0.57,0.26,0.5,0,0.57,0.27
724,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27
725,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28
726,0.74,0.74,0.51,0.27,0.5,0,0.5,0.22
727,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22
728,0.45,0.4,0.43,0.22,0.5,0,0.51,0.48
729,0.74,0.71,0.52,0.3,0.5,0,0.27,0.22
730,0.4,0.39,0.33,0.17,0.5,0,0.51,0.31
731,0.97,0.71,0.29,0.42,0.5,0,0.35,0.22
732,0.44,0.43,0.34,0.21,0.5,0,0.55,0.4
733,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27
734,0.41,0.53,0.41,0.15,0.5,0,0.54,0.25
735,0.66,0.55,0.34,0.2,0.5,0,0.62,0.22
736,0.75,0.69,0.48,0.13,0.5,0,0.57,0.4
737,0.42,0.53,0.57,0.17,0.5,0,0.49,0.22
738,0.33,0.35,0.56,0.19,0.5,0,0.5,0.22
739,0.77,0.57,0.45,0.17,0.5,0,0.53,0.22
740,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46
741,0.68,0.39,0.5,0.15,0.5,0,0.48,0.37
742,0.32,0.48,0.49,0.17,0.5,0,0.47,0.22
743,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33
744,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27
745,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22
746,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3
747,0.61,0.55,0.51,0.26,0.5,0,0.52,0.22
748,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22
749,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22
750,0.38,0.31,0.59,0.19,0.5,0,0.46,0.22
751,0.51,0.55,0.56,0.18,0.5,0,0.5,0.38
752,0.64,0.5,0.53,0.1,0.5,0,0.51,0.22
753,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22
754,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5
755,0.42,0.21,0.59,0.3,0.5,0,0.47,0.27
756,0.37,0.58,0.5,0.22,0.5,0,0.47,0.22
757,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16
758,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28
759,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22
760,0.52,0.46,0.56,0.25,0.5,0,0.52,0.22
761,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22
762,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32
763,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25
764,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11
765,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31
766,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22
767,0.73,0.6,0.47,0.2,0.5,0,0.72,0.22
768,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37
769,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19
770,0.5,0.5,0.62,0.23,0.5,0,0.35,0.11
771,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22
772,0.37,0.37,0.51,0.38,0.5,0,0.44,0.22
773,0.56,0.42,0.52,0.14,0.5,0,0.51,0.22
774,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22
775,0.53,0.51,0.55,0.57,0.5,0,0.46,0.22
776,0.38,0.4,0.53,0.12,0.5,0,0.55,0.22
777,0.54,0.51,0.56,0.15,0.5,0,0.54,0.31
778,0.37,0.42,0.46,0.15,0.5,0,0.51,0.31
779,0.7,0.78,0.53,0.24,0.5,0,0.48,0.22
780,0.45,0.65,0.51,0.17,0.5,0,0.49,0.22
781,0.42,0.42,0.55,0.31,0.5,0,0.43,0.22
782,0.8,0.69,0.53,0.33,0.5,0,0.51,0.22
783,0.57,0.51,0.34,0.13,0.5,0,0.53,0.27
784,0.33,0.46,0.6,0.18,0.5,0,0.51,0.26
785,0.36,0.32,0.55,0.27,0.5,0,0.47,0.43
786,0.46,0.41,0.45,0.23,0.5,0,0.48,0.22
787,0.4,0.39,0.6,0.23,0.5,0,0.52,0.31
788,0.77,0.73,0.49,0.46,0.5,0,0.38,0.22
789,0.53,0.25,0.59,0.27,0.5,0,0.45,0.26
790,0.25,0.33,0.48,0.18,0.5,0,0.42,0.33
791,0.56,0.52,0.46,0.17,0.5,0,0.49,0.73
792,0.51,0.48,0.51,0.19,0.5,0,0.51,0.27
793,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31
794,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31
795,0.44,0.39,0.63,0.11,0.5,0,0.49,0.26
796,0.25,0.42,0.21,0.14,0.5,0,0.41,0.22
797,0.83,0.81,0.45,0.38,0.5,0,0.4,0.26
798,0.38,0.51,0.56,0.21,0.5,0,0.48,0.31
799,0.44,0.4,0.53,0.19,0.5,0,0.48,0.27
800,0.48,0.54,0.56,0.29,0.5,0,0.51,0.43
801,0.33,0.37,0.49,0.22,0.5,0,0.55,0.22
802,0.78,0.73,0.27,0.28,0.5,0,0.56,0.22
803,0.63,0.64,0.49,0.2,0.5,0,0.52,0.25
804,0.39,0.47,0.49,0.2,0.5,0,0.53,0.26
805,0.61,0.52,0.5,0.44,0.5,0,0.53,0.22
806,0.54,0.48,0.55,0.33,0.5,0,0.55,0.4
807,0.58,0.51,0.63,0.2,0.5,0,0.5,0.42
808,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22
809,0.32,0.32,0.52,0.18,0.5,0,0.48,0.34
810,0.44,0.55,0.51,0.16,0.5,0,0.6,0.22
811,0.8,0.83,0.43,0.24,0.5,0,0.54,0.22
812,0.58,0.55,0.51,0.13,0.5,0,0.52,0.22
813,0.52,0.49,0.59,0.21,0.5,0,0.47,0.22
814,0.42,0.37,0.54,0.17,0.5,0,0.51,0.22
815,0.39,0.45,0.75,0.17,0.5,0,0.51,0.22
816,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38
817,0.62,0.6,0.54,0.22,0.5,0,0.54,0.27
818,0.48,0.44,0.51,0.24,0.5,0,0.49,0.22
819,0.79,0.62,0.35,0.35,0.5,0,0.6,0.28
820,0.19,0.41,0.55,0.13,0.5,0,0.52,0.25
821,0.27,0.43,0.5,0.13,0.5,0,0.54,0.31
822,0.42,0.46,0.44,0.17,0.5,0,0.51,0.42
823,0.42,0.51,0.33,0.16,0.5,0,0.54,0.22
824,0.36,0.51,0.51,0.17,0.5,0,0.52,0.22
825,0.5,0.55,0.52,0.16,0.5,0,0.51,0.31
826,0.25,0.4,0.54,0.16,0.5,0,0.43,0.22
827,0.5,0.4,0.57,0.17,0.5,0,0.59,0.22
828,0.78,0.71,0.35,0.25,0.5,0,0.49,0.22
829,0.51,0.39,0.56,0.55,0.5,0,0.46,0.64
830,0.49,0.49,0.4,0.2,0.5,0,0.48,0.26
831,0.5,0.47,0.56,0.31,0.5,0,0.56,0.26
832,0.45,0.39,0.46,0.29,0.5,0,0.42,0.22
833,0.32,0.3,0.57,0.38,0.5,0,0.5,0.25
834,0.45,0.5,0.43,0.16,0.5,0,0.52,0.28
835,0.22,0.53,0.36,0.22,0.5,0,0.54,0.31
836,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41
837,0.56,0.71,0.47,0.21,0.5,0,0.52,0.22
838,0.58,0.63,0.52,0.7,0.5,0,0.46,0.22
839,0.28,0.48,0.36,0.16,0.5,0,0.53,0.22
840,0.52,0.65,0.36,0.26,0.5,0,0.44,0.22
841,0.64,0.44,0.56,0.15,0.5,0,0.56,0.22
842,0.42,0.71,0.45,0.15,0.5,0,0.48,0.22
843,0.38,0.56,0.38,0.16,0.5,0,0.53,0.22
844,0.92,0.66,0.52,0.23,0.5,0,0.53,0.22
845,0.8,0.73,0.47,0.19,0.5,0,0.49,0.22
846,0.52,0.46,0.34,0.2,0.5,0,0.51,0.25
847,0.36,0.48,0.61,0.26,0.5,0,0.5,0.16
848,0.3,0.37,0.4,0.45,0.5,0,0.48,0.41
849,0.43,0.4,0.6,0.16,0.5,0,0.53,0.39
850,0.72,0.61,0.45,0.3,0.5,0,0.54,0.25
851,0.43,0.57,0.51,0.49,0.5,0,0.48,0.22
852,0.36,0.46,0.62,0.46,0.5,0,0.51,0.33
853,0.27,0.6,0.48,0.23,0.5,0,0.55,0.22
854,0.51,0.34,0.5,0.19,0.5,0,0.5,0.22
855,0.38,0.37,0.56,0.21,0.5,0,0.49,0.22
856,0.56,0.52,0.48,0.17,0.5,0,0.46,0.22
857,0.36,0.49,0.3,0.22,0.5,0,0.52,0.31
858,0.81,0.9,0.39,0.41,0.5,0,0.53,0.22
859,0.44,0.34,0.55,0.18,0.5,0,0.52,0.22
860,0.43,0.54,0.58,0.16,0.5,0,0.5,0.36
861,0.51,0.63,0.3,0.35,0.5,0,0.53,0.27
862,0.57,0.61,0.55,0.67,0.5,0,0.48,0.22
863,0.32,0.36,0.34,0.19,0.5,0,0.55,0.26
864,0.52,0.48,0.58,0.55,0.5,0,0.48,0.22
865,0.48,0.48,0.5,0.47,0.5,0,0.55,0.22
866,0.78,0.48,0.47,0.3,0.5,0,0.53,0.47
867,0.5,0.34,0.62,0.19,0.5,0,0.57,0.22
868,0.33,0.38,0.53,0.26,0.5,0,0.52,0.27
869,0.4,0.52,0.53,0.52,0.5,0,0.51,0.22
870,0.72,0.56,0.4,0.26,0.5,0,0.51,0.26
